order_id,order_date,customer_id,product_id,quantity,discount_pct,unit_price_inr,delivery_cost_inr,promised_delivery_date,actual_delivery_date,payment_method
O02298,2024-05-02,C0220,P009,1,5,379.05,283,2024-05-06,2024-05-07,PayPal
O02299,2024-11-27,C0504,P008,1,0,6999.0,373,2024-12-02,2024-12-02,PayPal
O02300,2024-10-04,C0607,P007,2,10,4499.1,263,2024-10-11,2024-10-11,PayPal
O02301,2025-06-06,C0372,P010,1,0,2199.0,182,2025-06-13,2025-06-15,Debit Card
O02302,2025-08-08,C0253,P004,1,5,15199.05,286,2025-08-12,2025-08-13,UPI
O02303,2024-06-16,C0463,P008,1,0,6999.0,108,2024-06-23,2024-06-23,PayPal
O02304,2024-01-06,C0257,P004,1,0,15999.0,405,2024-01-10,2024-01-10,Debit Card
O02305,2024-11-29,C0613,P004,1,0,15999.0,471,2024-12-06,2024-12-09,UPI
O02306,2025-09-03,C0175,P012,2,5,569.05,148,2025-09-07,2025-09-08,UPI
O02307,2025-01-01,C0179,P006,1,15,7649.15,195,2025-01-03,2025-01-03,Credit Card
O02308,2025-05-09,C0183,P012,2,25,449.25,100,2025-05-16,2025-05-19,Wallet
O02309,2025-02-07,C0516,P009,1,0,399.0,286,2025-02-14,2025-02-14,Debit Card
O02310,2025-01-18,C0429,P007,1,0,4999.0,121,2025-01-20,2025-01-20,UPI
O02311,2025-11-03,C0077,P001,4,0,2999.0,222,2025-11-05,2025-11-07,Wallet
O02312,2025-05-15,C0110,P004,1,10,14399.1,306,2025-05-18,2025-05-19,PayPal
O02313,2024-10-26,C0213,P001,1,10,2699.1,331,2024-11-02,2024-11-01,Wallet
O02314,2024-08-30,C0507,P007,2,20,3999.2,146,2024-09-03,2024-09-02,Wallet
O02315,2025-12-23,C0292,P003,1,20,6399.2,435,2025-12-25,2025-12-25,Debit Card
O02316,2025-02-13,C0162,P002,2,0,5499.0,412,2025-02-17,2025-02-19,Credit Card
O02317,2025-01-12,C0641,P007,1,15,4249.15,147,2025-01-16,2025-01-17,Debit Card
O02318,2024-07-09,C0013,P001,1,15,2549.15,293,2024-07-14,2024-07-16,Wallet
O02319,2024-10-09,C0002,P009,1,15,339.15,125,2024-10-13,2024-10-16,Debit Card
O02320,2025-07-18,C0434,P009,3,10,359.1,323,2025-07-23,2025-07-23,PayPal
O02321,2024-02-11,C0248,P006,2,10,8099.1,98,2024-02-16,2024-02-16,UPI
O02322,2024-07-03,C0150,P012,1,15,509.15,167,2024-07-05,2024-07-05,Credit Card
O02323,2024-05-01,C0085,P008,1,5,6649.05,103,2024-05-06,2024-05-08,PayPal
O02324,2025-10-24,C0056,P010,1,20,1759.2,93,2025-10-28,2025-10-29,Wallet
O02325,2024-10-22,C0081,P001,2,5,2849.05,98,2024-10-26,2024-10-26,PayPal
O02326,2024-04-27,C0127,P005,1,5,3799.05,236,2024-05-02,2024-05-01,Debit Card
O02327,2024-11-01,C0172,P004,2,5,15199.05,292,2024-11-08,2024-11-07,Wallet
O02328,2024-05-01,C0121,P010,3,15,1869.15,438,2024-05-03,2024-05-05,PayPal
O02329,2025-07-17,C0062,P009,1,15,339.15,382,2025-07-20,2025-07-21,Wallet
O02330,2024-04-20,C0212,P007,1,15,4249.15,269,2024-04-27,2024-04-27,Wallet
O02331,2024-08-05,C0179,P001,1,0,2999.0,279,2024-08-09,2024-08-09,Debit Card
O02332,2024-03-01,C0328,P001,1,0,2999.0,191,2024-03-05,2024-03-07,Credit Card
O02333,2025-05-13,C0289,P003,1,20,6399.2,465,2025-05-17,2025-05-17,Debit Card
O02334,2025-02-01,C0181,P002,1,5,5224.05,157,2025-02-05,2025-02-05,UPI
O02335,2025-04-04,C0343,P005,2,0,3999.0,222,2025-04-08,2025-04-08,PayPal
O02336,2024-05-17,C0462,P010,1,5,2089.05,268,2024-05-22,2024-05-22,Wallet
O02337,2025-09-09,C0521,P007,1,0,4999.0,314,2025-09-14,2025-09-14,PayPal
O02338,2025-04-30,C0191,P008,1,5,6649.05,301,2025-05-07,2025-05-07,Debit Card
O02339,2025-12-22,C0391,P001,3,15,2549.15,228,2025-12-27,2025-12-26,Wallet
O02340,2025-06-23,C0105,P002,2,10,4949.1,367,2025-06-28,2025-06-28,Wallet
O02341,2025-06-12,C0355,P010,2,25,1649.25,283,2025-06-15,2025-06-15,Debit Card
O02342,2024-12-21,C0305,P006,3,30,6299.3,355,2024-12-23,2024-12-23,Wallet
O02343,2025-09-13,C0426,P006,2,10,8099.1,375,2025-09-18,2025-09-18,PayPal
O02344,2025-12-14,C0163,P004,1,20,12799.2,120,2025-12-18,2025-12-18,PayPal
O02345,2024-06-18,C0233,P002,2,0,5499.0,186,2024-06-21,2024-06-21,UPI
O02346,2025-05-18,C0227,P003,1,20,6399.2,301,2025-05-22,2025-05-21,Wallet
O02347,2024-08-11,C0344,P004,1,20,12799.2,200,2024-08-13,2024-08-13,PayPal
O02348,2024-06-06,C0564,P003,1,5,7599.05,383,2024-06-08,2024-06-10,UPI
O02349,2025-01-09,C0335,P007,1,0,4999.0,117,2025-01-14,2025-01-16,Wallet
O02350,2024-11-11,C0047,P006,1,0,8999.0,479,2024-11-15,2024-11-15,PayPal
O02351,2024-04-03,C0469,P002,1,0,5499.0,414,2024-04-07,2024-04-07,Wallet
O02352,2025-11-09,C0057,P001,3,15,2549.15,432,2025-11-11,2025-11-13,Credit Card
O02353,2024-03-14,C0023,P001,1,5,2849.05,330,2024-03-21,2024-03-22,Debit Card
O02354,2024-11-04,C0403,P003,2,10,7199.1,194,2024-11-08,2024-11-09,PayPal
O02355,2025-10-19,C0609,P001,3,0,2999.0,212,2025-10-26,2025-10-26,PayPal
O02356,2025-07-25,C0136,P010,1,0,2199.0,288,2025-08-01,2025-08-02,Wallet
O02357,2025-05-24,C0611,P012,1,5,569.05,288,2025-05-31,2025-05-30,UPI
O02358,2025-07-27,C0453,P010,1,10,1979.1,185,2025-07-30,2025-07-30,UPI
O02359,2025-08-06,C0155,P004,1,15,13599.15,289,2025-08-11,2025-08-12,UPI
O02360,2024-01-13,C0504,P002,1,30,3849.3,274,2024-01-18,2024-01-18,PayPal
O02361,2025-09-13,C0260,P010,1,0,2199.0,462,2025-09-18,2025-09-17,Credit Card
O02362,2025-12-02,C0385,P004,1,15,13599.15,101,2025-12-06,2025-12-07,Credit Card
O02363,2025-02-24,C0328,P007,2,0,4999.0,199,2025-02-27,2025-03-02,UPI
O02364,2025-10-23,C0315,P012,2,15,509.15,337,2025-10-26,2025-10-27,Wallet
O02365,2025-04-12,C0623,P005,2,20,3199.2,195,2025-04-15,2025-04-15,UPI
O02366,2025-01-24,C0541,P004,1,15,13599.15,276,2025-01-29,2025-01-29,Debit Card
O02367,2024-01-27,C0442,P003,1,5,7599.05,337,2024-01-31,2024-01-31,Wallet
O02368,2025-06-13,C0616,P003,3,5,7599.05,126,2025-06-17,2025-06-17,Credit Card
O02369,2025-07-29,C0533,P002,1,10,4949.1,393,2025-08-02,2025-08-02,Credit Card
O02370,2024-03-07,C0419,P002,1,25,4124.25,144,2024-03-12,2024-03-12,PayPal
O02371,2024-05-19,C0242,P002,2,0,5499.0,476,2024-05-26,2024-05-26,Debit Card
O02372,2024-01-22,C0224,P002,2,15,4674.15,236,2024-01-24,2024-01-24,Debit Card
O02373,2025-07-13,C0269,P003,2,5,7599.05,298,2025-07-20,2025-07-21,UPI
O02374,2025-11-09,C0173,P007,1,5,4749.05,174,2025-11-11,2025-11-12,PayPal
O02375,2025-01-23,C0231,P009,1,20,319.2,269,2025-01-27,2025-01-29,Debit Card
O02376,2025-07-14,C0362,P010,1,10,1979.1,456,2025-07-17,2025-07-17,Debit Card
O02377,2024-10-04,C0572,P012,2,20,479.2,232,2024-10-11,2024-10-13,UPI
O02378,2024-06-06,C0157,P001,2,15,2549.15,406,2024-06-09,2024-06-11,UPI
O02379,2025-04-01,C0498,P007,1,20,3999.2,169,2025-04-08,2025-04-10,UPI
O02380,2024-05-29,C0455,P003,3,10,7199.1,118,2024-06-05,2024-06-04,UPI
O02381,2024-03-22,C0621,P006,2,10,8099.1,138,2024-03-29,2024-03-31,Credit Card
O02382,2024-11-09,C0209,P008,1,20,5599.2,226,2024-11-16,2024-11-16,Debit Card
O02383,2025-10-21,C0526,P010,3,0,2199.0,459,2025-10-24,2025-10-24,UPI
O02384,2024-06-22,C0545,P012,1,0,599.0,95,2024-06-27,2024-06-27,UPI
O02385,2025-04-03,C0370,P012,3,15,509.15,339,2025-04-08,2025-04-07,PayPal
O02386,2025-03-11,C0451,P007,1,5,4749.05,129,2025-03-15,2025-03-16,PayPal
O02387,2025-02-03,C0044,P007,2,0,4999.0,267,2025-02-10,2025-02-12,Debit Card
O02388,2024-02-16,C0641,P001,3,15,2549.15,304,2024-02-18,2024-02-18,Credit Card
O02389,2025-03-02,C0049,P004,3,0,15999.0,319,2025-03-04,2025-03-04,Credit Card
O02390,2024-04-04,C0329,P006,4,15,7649.15,284,2024-04-06,2024-04-05,Credit Card
O02391,2024-05-29,C0423,P009,2,10,359.1,235,2024-06-05,2024-06-07,UPI
O02392,2024-04-02,C0086,P001,1,5,2849.05,129,2024-04-05,2024-04-06,Wallet
O02393,2024-01-07,C0536,P010,1,10,1979.1,205,2024-01-09,2024-01-08,PayPal
O02394,2024-07-24,C0061,P001,1,20,2399.2,147,2024-07-28,2024-07-28,Wallet
O02395,2024-06-22,C0345,P003,2,15,6799.15,440,2024-06-24,2024-06-24,Wallet
O02396,2025-09-19,C0127,P012,2,0,599.0,278,2025-09-21,2025-09-21,UPI
O02397,2024-07-09,C0187,P002,1,5,5224.05,296,2024-07-12,2024-07-14,UPI
O02398,2024-01-03,C0644,P007,1,10,4499.1,276,2024-01-07,2024-01-07,Debit Card
O02399,2025-07-25,C0281,P005,1,0,3999.0,336,2025-07-30,2025-07-31,Debit Card
O02400,2025-07-04,C0509,P010,3,15,1869.15,188,2025-07-11,2025-07-11,PayPal
O02401,2025-01-11,C0299,P003,1,15,6799.15,276,2025-01-18,2025-01-18,PayPal
O02402,2024-03-02,C0591,P012,2,10,539.1,307,2024-03-06,2024-03-08,Debit Card
O02403,2025-06-13,C0367,P011,1,5,1234.05,303,2025-06-16,2025-06-15,UPI
O02404,2025-07-13,C0375,P005,1,25,2999.25,303,2025-07-18,2025-07-20,Wallet
O02405,2025-05-18,C0254,P006,1,20,7199.2,253,2025-05-25,2025-05-26,Wallet
O02406,2025-09-25,C0442,P008,1,30,4899.3,454,2025-09-30,2025-09-30,Wallet
O02407,2025-07-22,C0457,P002,1,30,3849.3,478,2025-07-25,2025-07-25,Credit Card
O02408,2024-02-18,C0001,P011,1,0,1299.0,215,2024-02-20,2024-02-21,Debit Card
O02409,2024-10-12,C0378,P007,1,20,3999.2,322,2024-10-14,2024-10-17,Credit Card
O02410,2024-05-21,C0081,P011,1,0,1299.0,284,2024-05-28,2024-05-29,UPI
O02411,2024-08-03,C0010,P012,1,10,539.1,412,2024-08-10,2024-08-10,Credit Card
O02412,2024-03-23,C0590,P005,2,15,3399.15,116,2024-03-30,2024-03-29,Credit Card
O02413,2025-01-12,C0018,P009,4,10,359.1,99,2025-01-17,2025-01-18,PayPal
O02414,2025-07-09,C0142,P011,1,5,1234.05,233,2025-07-13,2025-07-13,Debit Card
O02415,2024-07-31,C0174,P006,1,20,7199.2,461,2024-08-05,2024-08-08,PayPal
O02416,2024-12-28,C0536,P002,3,5,5224.05,223,2025-01-02,2025-01-04,Wallet
O02417,2024-09-11,C0424,P002,2,20,4399.2,273,2024-09-18,2024-09-18,UPI
O02418,2025-09-26,C0645,P008,2,10,6299.1,272,2025-09-30,2025-09-29,Debit Card
O02419,2025-04-10,C0194,P001,4,0,2999.0,205,2025-04-13,2025-04-14,Credit Card
O02420,2024-10-23,C0507,P006,1,5,8549.05,138,2024-10-30,2024-10-30,PayPal
O02421,2024-11-10,C0176,P005,1,15,3399.15,266,2024-11-14,2024-11-17,Credit Card
O02422,2025-05-15,C0561,P009,4,5,379.05,111,2025-05-18,2025-05-17,Wallet
O02423,2025-02-10,C0442,P007,2,0,4999.0,329,2025-02-15,2025-02-15,Credit Card
O02424,2025-04-20,C0548,P004,2,10,14399.1,225,2025-04-22,2025-04-23,Wallet
O02425,2025-01-03,C0326,P005,1,10,3599.1,346,2025-01-10,2025-01-10,PayPal
O02426,2024-02-23,C0118,P010,1,5,2089.05,396,2024-02-26,2024-02-27,UPI
O02427,2024-08-14,C0026,P011,2,0,1299.0,309,2024-08-19,2024-08-19,Credit Card
O02428,2025-10-30,C0602,P003,1,5,7599.05,263,2025-11-06,2025-11-06,PayPal
O02429,2024-03-17,C0463,P008,1,5,6649.05,284,2024-03-22,2024-03-24,UPI
O02430,2025-10-23,C0387,P006,1,10,8099.1,197,2025-10-26,2025-10-26,PayPal
O02431,2024-09-07,C0588,P008,1,0,6999.0,360,2024-09-11,2024-09-11,PayPal
O02432,2025-12-05,C0316,P011,1,15,1104.15,252,2025-12-10,2025-12-11,UPI
O02433,2024-10-05,C0441,P008,1,20,5599.2,132,2024-10-10,2024-10-10,PayPal
O02434,2025-06-22,C0243,P004,1,10,14399.1,295,2025-06-25,2025-06-25,Debit Card
O02435,2024-11-11,C0421,P010,1,0,2199.0,270,2024-11-13,2024-11-14,Credit Card
O02436,2025-08-01,C0295,P010,2,5,2089.05,252,2025-08-08,2025-08-08,PayPal
O02437,2024-10-06,C0289,P007,1,0,4999.0,268,2024-10-10,2024-10-11,PayPal
O02438,2025-07-08,C0599,P003,3,20,6399.2,470,2025-07-11,2025-07-11,UPI
O02439,2025-05-22,C0291,P007,2,5,4749.05,278,2025-05-25,2025-05-25,PayPal
O02440,2024-10-31,C0139,P005,3,10,3599.1,378,2024-11-04,2024-11-06,UPI
O02441,2024-05-27,C0208,P011,1,20,1039.2,342,2024-06-03,2024-06-03,UPI
O02442,2025-01-31,C0283,P004,1,0,15999.0,150,2025-02-03,2025-02-03,Credit Card
O02443,2024-06-06,C0066,P010,2,25,1649.25,114,2024-06-13,2024-06-13,Credit Card
O02444,2024-10-27,C0385,P005,2,15,3399.15,257,2024-10-29,2024-10-29,Credit Card
O02445,2024-06-21,C0368,P009,2,5,379.05,413,2024-06-26,2024-06-25,UPI
O02446,2025-10-02,C0038,P004,3,15,13599.15,236,2025-10-07,2025-10-09,PayPal
O02447,2025-12-18,C0364,P007,1,0,4999.0,281,2025-12-20,2025-12-20,Debit Card
O02448,2025-12-20,C0616,P011,1,0,1299.0,301,2025-12-23,2025-12-26,PayPal
O02449,2025-06-30,C0132,P006,2,5,8549.05,198,2025-07-07,2025-07-07,Credit Card
O02450,2024-03-21,C0028,P012,1,15,509.15,312,2024-03-25,2024-03-26,Debit Card
O02451,2024-12-31,C0022,P012,1,0,599.0,450,2025-01-04,2025-01-04,Credit Card
O02452,2024-07-16,C0583,P001,1,0,2999.0,162,2024-07-23,2024-07-23,Credit Card
O02453,2024-04-01,C0349,P006,1,0,8999.0,287,2024-04-03,2024-04-03,Wallet
O02454,2025-12-07,C0171,P002,2,10,4949.1,415,2025-12-14,2025-12-15,UPI
O02455,2024-11-19,C0410,P001,1,15,2549.15,291,2024-11-23,2024-11-23,UPI
O02456,2025-10-16,C0562,P006,2,10,8099.1,267,2025-10-20,2025-10-19,PayPal
O02457,2025-11-15,C0228,P005,1,0,3999.0,402,2025-11-18,2025-11-18,Wallet
O02458,2025-07-03,C0590,P001,1,10,2699.1,220,2025-07-06,2025-07-07,Credit Card
O02459,2024-09-25,C0287,P010,1,15,1869.15,305,2024-09-28,2024-09-28,Credit Card
O02460,2025-10-02,C0099,P005,1,5,3799.05,175,2025-10-05,2025-10-05,Credit Card
O02461,2024-09-23,C0142,P003,1,5,7599.05,205,2024-09-25,2024-09-24,Credit Card
O02462,2025-01-04,C0530,P004,4,20,12799.2,208,2025-01-09,2025-01-10,Wallet
O02463,2025-10-21,C0029,P008,4,0,6999.0,186,2025-10-23,2025-10-23,Wallet
O02464,2025-07-07,C0636,P012,1,25,449.25,289,2025-07-10,2025-07-10,UPI
O02465,2024-01-10,C0272,P004,2,0,15999.0,264,2024-01-15,2024-01-18,Credit Card
O02466,2024-05-18,C0287,P004,1,15,13599.15,293,2024-05-25,2024-05-24,PayPal
O02467,2024-06-26,C0500,P003,1,0,7999.0,326,2024-06-30,2024-07-01,UPI
O02468,2024-10-05,C0612,P011,1,10,1169.1,371,2024-10-12,2024-10-12,Wallet
O02469,2024-11-03,C0478,P002,1,30,3849.3,282,2024-11-08,2024-11-08,PayPal
O02470,2025-06-17,C0252,P011,1,5,1234.05,373,2025-06-21,2025-06-21,PayPal
O02471,2024-03-19,C0444,P001,1,0,2999.0,105,2024-03-23,2024-03-23,Wallet
O02472,2024-03-10,C0212,P008,1,0,6999.0,267,2024-03-14,2024-03-15,UPI
O02473,2024-10-28,C0331,P005,2,10,3599.1,95,2024-11-02,2024-11-05,Credit Card
O02474,2025-08-08,C0222,P011,2,5,1234.05,300,2025-08-15,2025-08-15,PayPal
O02475,2024-01-21,C0169,P009,1,0,399.0,185,2024-01-25,2024-01-27,Debit Card
O02476,2025-07-24,C0466,P010,1,10,1979.1,170,2025-07-29,2025-07-31,Credit Card
O02477,2025-02-09,C0304,P001,2,0,2999.0,341,2025-02-12,2025-02-12,Wallet
O02478,2025-07-01,C0187,P003,1,5,7599.05,293,2025-07-05,2025-07-07,Debit Card
O02479,2025-03-03,C0502,P003,3,20,6399.2,196,2025-03-06,2025-03-09,PayPal
O02480,2024-04-15,C0492,P001,2,5,2849.05,96,2024-04-17,2024-04-20,Debit Card
O02481,2025-08-15,C0283,P003,2,10,7199.1,147,2025-08-19,2025-08-18,Wallet
O02482,2025-01-25,C0086,P012,1,0,599.0,277,2025-01-30,2025-02-01,Debit Card
O02483,2024-06-14,C0240,P007,1,15,4249.15,373,2024-06-16,2024-06-16,Credit Card
O02484,2025-03-08,C0382,P008,1,0,6999.0,141,2025-03-15,2025-03-15,PayPal
O02485,2024-11-21,C0143,P005,1,0,3999.0,270,2024-11-26,2024-11-26,UPI
O02486,2024-11-19,C0284,P007,3,10,4499.1,479,2024-11-24,2024-11-24,Wallet
O02487,2024-05-22,C0046,P005,1,20,3199.2,198,2024-05-27,2024-05-27,Credit Card
O02488,2025-10-23,C0114,P004,1,10,14399.1,129,2025-10-30,2025-10-30,Wallet
O02489,2024-03-23,C0515,P012,2,30,419.3,235,2024-03-25,2024-03-26,PayPal
O02490,2025-05-04,C0551,P004,1,0,15999.0,407,2025-05-09,2025-05-09,UPI
O02491,2025-05-07,C0027,P004,1,10,14399.1,285,2025-05-14,2025-05-13,Wallet
O02492,2024-05-17,C0404,P005,1,20,3199.2,282,2024-05-21,2024-05-21,PayPal
O02493,2025-04-22,C0131,P012,2,10,539.1,443,2025-04-26,2025-04-27,UPI
O02494,2024-12-07,C0338,P008,1,0,6999.0,413,2024-12-14,2024-12-15,Debit Card
O02495,2024-04-04,C0261,P005,3,5,3799.05,476,2024-04-08,2024-04-08,UPI
O02496,2024-10-20,C0480,P001,2,20,2399.2,339,2024-10-27,2024-10-29,Wallet
O02497,2024-03-05,C0156,P001,1,0,2999.0,300,2024-03-10,2024-03-11,UPI
O02498,2025-10-10,C0268,P001,4,0,2999.0,460,2025-10-13,2025-10-14,Credit Card
O02499,2024-11-11,C0389,P011,2,10,1169.1,291,2024-11-16,2024-11-17,UPI
O02500,2025-10-20,C0234,P003,2,0,7999.0,265,2025-10-25,2025-10-27,PayPal
O02501,2024-01-05,C0466,P007,1,10,4499.1,103,2024-01-08,2024-01-09,Wallet
O02502,2025-01-08,C0175,P010,1,0,2199.0,304,2025-01-10,2025-01-11,UPI
O02503,2025-07-14,C0154,P003,3,5,7599.05,356,2025-07-21,2025-07-21,UPI
O02504,2025-07-24,C0394,P003,2,30,5599.3,276,2025-07-29,2025-07-29,Credit Card
O02505,2024-06-15,C0507,P002,1,0,5499.0,166,2024-06-20,2024-06-21,Credit Card
O02506,2024-06-03,C0170,P002,1,0,5499.0,205,2024-06-10,2024-06-10,PayPal
O02507,2025-05-25,C0428,P011,2,20,1039.2,248,2025-05-27,2025-05-29,Debit Card
O02508,2025-04-13,C0233,P012,1,25,449.25,275,2025-04-15,2025-04-16,UPI
O02509,2025-02-19,C0545,P008,3,15,5949.15,294,2025-02-22,2025-02-23,PayPal
O02510,2024-11-08,C0593,P001,1,10,2699.1,349,2024-11-15,2024-11-16,Wallet
O02511,2024-04-01,C0335,P002,1,10,4949.1,252,2024-04-05,2024-04-06,Credit Card
O02512,2025-01-08,C0324,P005,1,5,3799.05,379,2025-01-12,2025-01-12,UPI
O02513,2024-08-16,C0539,P006,2,0,8999.0,142,2024-08-20,2024-08-21,Credit Card
O02514,2025-10-28,C0483,P008,1,5,6649.05,243,2025-10-30,2025-10-30,Wallet
O02515,2025-09-15,C0024,P008,1,5,6649.05,308,2025-09-19,2025-09-20,Credit Card
O02516,2024-03-25,C0397,P012,1,10,539.1,329,2024-03-29,2024-03-30,Debit Card
O02517,2025-07-13,C0307,P004,1,0,15999.0,203,2025-07-16,2025-07-16,UPI
O02518,2025-05-05,C0072,P002,1,5,5224.05,96,2025-05-08,2025-05-08,PayPal
O02519,2024-09-27,C0348,P001,1,5,2849.05,232,2024-09-29,2024-09-29,Wallet
O02520,2025-04-17,C0103,P011,1,15,1104.15,332,2025-04-20,2025-04-22,Debit Card
O02521,2024-10-06,C0643,P010,1,5,2089.05,282,2024-10-11,2024-10-12,Wallet
O02522,2025-10-25,C0542,P011,1,0,1299.0,299,2025-10-27,2025-10-27,PayPal
O02523,2024-05-31,C0338,P011,2,15,1104.15,265,2024-06-03,2024-06-04,UPI
O02524,2025-03-26,C0316,P003,1,0,7999.0,231,2025-03-30,2025-03-30,Wallet
O02525,2024-11-14,C0516,P011,1,0,1299.0,235,2024-11-17,2024-11-18,Wallet
O02526,2025-01-29,C0620,P005,1,0,3999.0,281,2025-02-02,2025-02-03,PayPal
O02527,2024-11-07,C0276,P004,2,0,15999.0,273,2024-11-10,2024-11-13,Wallet
O02528,2025-03-22,C0546,P004,1,15,13599.15,298,2025-03-24,2025-03-24,Credit Card
O02529,2024-08-28,C0496,P007,1,10,4499.1,438,2024-08-30,2024-08-30,Credit Card
O02530,2024-02-21,C0163,P009,2,10,359.1,123,2024-02-26,2024-02-28,Debit Card
O02531,2025-05-02,C0183,P004,2,20,12799.2,270,2025-05-07,2025-05-06,Credit Card
O02532,2024-03-21,C0270,P003,1,0,7999.0,116,2024-03-24,2024-03-25,Wallet
O02533,2024-09-01,C0250,P007,2,10,4499.1,297,2024-09-06,2024-09-09,Debit Card
O02534,2024-04-01,C0545,P005,2,0,3999.0,153,2024-04-05,2024-04-05,UPI
O02535,2024-11-30,C0308,P008,2,10,6299.1,318,2024-12-04,2024-12-04,Wallet
O02536,2025-09-20,C0334,P011,1,5,1234.05,416,2025-09-24,2025-09-24,PayPal
O02537,2024-03-14,C0344,P001,2,30,2099.3,251,2024-03-19,2024-03-18,UPI
O02538,2024-07-28,C0325,P004,1,20,12799.2,461,2024-07-31,2024-08-01,Wallet
O02539,2025-09-08,C0098,P003,2,20,6399.2,470,2025-09-12,2025-09-13,Debit Card
O02540,2024-12-17,C0620,P002,1,0,5499.0,173,2024-12-24,2024-12-24,Wallet
O02541,2025-12-11,C0282,P010,1,10,1979.1,469,2025-12-15,2025-12-15,PayPal
O02542,2025-10-09,C0492,P005,1,25,2999.25,241,2025-10-11,2025-10-12,Wallet
O02543,2024-04-07,C0112,P011,1,25,974.25,349,2024-04-12,2024-04-12,UPI
O02544,2024-05-17,C0069,P008,3,15,5949.15,289,2024-05-19,2024-05-20,Wallet
O02545,2024-06-18,C0601,P011,2,5,1234.05,360,2024-06-23,2024-06-24,Credit Card
O02546,2025-07-16,C0213,P007,2,0,4999.0,472,2025-07-18,2025-07-18,PayPal
O02547,2025-04-19,C0315,P009,1,10,359.1,309,2025-04-26,2025-04-26,Debit Card
O02548,2025-12-31,C0268,P005,1,15,3399.15,346,2026-01-04,2026-01-03,UPI
O02549,2025-02-17,C0109,P005,2,0,3999.0,264,2025-02-19,2025-02-21,Credit Card
O02550,2025-12-03,C0162,P006,1,15,7649.15,417,2025-12-06,2025-12-06,Credit Card
O02551,2025-09-07,C0380,P006,2,15,7649.15,104,2025-09-14,2025-09-13,Credit Card
O02552,2025-09-06,C0210,P004,1,5,15199.05,379,2025-09-09,2025-09-08,Debit Card
O02553,2024-05-01,C0411,P012,1,0,599.0,96,2024-05-06,2024-05-07,Credit Card
O02554,2025-05-29,C0170,P003,1,5,7599.05,296,2025-06-01,2025-06-01,UPI
O02555,2024-01-11,C0067,P002,3,15,4674.15,335,2024-01-18,2024-01-20,PayPal
O02556,2024-09-14,C0203,P009,1,25,299.25,141,2024-09-16,2024-09-17,Credit Card
O02557,2024-08-30,C0081,P004,2,0,15999.0,114,2024-09-04,2024-09-04,Debit Card
O02558,2025-03-15,C0190,P002,1,5,5224.05,216,2025-03-19,2025-03-19,PayPal
O02559,2024-11-02,C0584,P004,1,0,15999.0,467,2024-11-06,2024-11-06,PayPal
O02560,2024-06-14,C0464,P003,3,15,6799.15,198,2024-06-16,2024-06-15,Wallet
O02561,2024-10-08,C0235,P005,3,20,3199.2,93,2024-10-13,2024-10-15,Credit Card
O02562,2025-01-25,C0453,P009,1,25,299.25,146,2025-01-27,2025-01-28,PayPal
O02563,2024-03-25,C0510,P012,2,5,569.05,187,2024-04-01,2024-03-31,Credit Card
O02564,2024-12-30,C0414,P011,1,0,1299.0,227,2025-01-03,2025-01-03,Credit Card
O02565,2025-08-11,C0300,P010,2,30,1539.3,455,2025-08-15,2025-08-15,Debit Card
O02566,2025-08-14,C0017,P010,3,20,1759.2,201,2025-08-19,2025-08-19,Wallet
O02567,2024-12-29,C0612,P004,2,15,13599.15,381,2025-01-05,2025-01-05,Credit Card
O02568,2025-10-28,C0276,P002,1,0,5499.0,438,2025-10-30,2025-10-30,Debit Card
O02569,2025-01-03,C0046,P010,3,0,2199.0,197,2025-01-08,2025-01-08,Credit Card
O02570,2025-07-03,C0597,P009,1,30,279.3,224,2025-07-07,2025-07-10,UPI
O02571,2025-10-02,C0172,P012,1,25,449.25,395,2025-10-05,2025-10-05,PayPal
O02572,2024-08-11,C0200,P003,2,0,7999.0,463,2024-08-15,2024-08-18,PayPal
O02573,2024-07-10,C0626,P003,1,20,6399.2,160,2024-07-14,2024-07-13,PayPal
O02574,2025-10-04,C0270,P012,2,10,539.1,136,2025-10-09,2025-10-12,Debit Card
O02575,2025-11-14,C0295,P008,4,30,4899.3,272,2025-11-17,2025-11-17,Wallet
O02576,2024-07-25,C0293,P007,3,15,4249.15,446,2024-08-01,2024-07-31,PayPal
O02577,2024-09-23,C0217,P010,1,15,1869.15,118,2024-09-30,2024-09-30,UPI
O02578,2025-08-07,C0625,P007,1,30,3499.3,433,2025-08-10,2025-08-10,Debit Card
O02579,2024-05-03,C0056,P010,1,0,2199.0,191,2024-05-06,2024-05-07,UPI
O02580,2025-06-18,C0215,P001,1,15,2549.15,308,2025-06-21,2025-06-23,Credit Card
O02581,2025-11-02,C0193,P001,2,5,2849.05,444,2025-11-07,2025-11-06,UPI
O02582,2024-02-02,C0132,P012,1,10,539.1,254,2024-02-09,2024-02-09,Debit Card
O02583,2024-07-03,C0164,P007,1,10,4499.1,153,2024-07-05,2024-07-08,UPI
O02584,2025-09-05,C0629,P010,1,20,1759.2,431,2025-09-08,2025-09-08,Credit Card
O02585,2024-06-28,C0225,P010,2,0,2199.0,295,2024-07-01,2024-07-01,PayPal
O02586,2024-07-04,C0454,P003,1,0,7999.0,428,2024-07-09,2024-07-09,Debit Card
O02587,2025-10-10,C0447,P001,1,20,2399.2,177,2025-10-15,2025-10-14,Wallet
